    W        Theta    pip-n       pi0-p
 1860.0000   40.0000  0.2006E+01  0.3301E+00
 1860.0000   50.0000  0.9075E+00  0.2295E+00
 1860.0000   60.0000  0.2861E+00  0.2329E+00
 1860.0000   70.0000  0.7713E-01  0.2605E+00
 1860.0000   80.0000  0.1583E+00  0.2018E+00
 1860.0000   90.0000  0.2951E+00  0.1025E+00
 1860.0000  100.0000  0.3256E+00  0.9893E-01
 1860.0000  110.0000  0.2943E+00  0.2110E+00
 1860.0000  120.0000  0.3187E+00  0.3086E+00
 1860.0000  130.0000  0.3998E+00  0.2949E+00
 1860.0000  140.0000  0.4442E+00  0.2377E+00
 1860.0000  150.0000  0.4109E+00  0.2763E+00
 1860.0000  160.0000  0.3511E+00  0.4481E+00
 1860.0000  170.0000  0.3181E+00  0.6487E+00
 1860.0000  179.9000  0.3115E+00  0.7362E+00
 1870.0000    0.1000  0.8795E+01  0.2484E-01
 1870.0000   10.0000  0.7937E+01  0.1406E+00
 1870.0000   20.0000  0.5873E+01  0.3526E+00
 1870.0000   30.0000  0.3637E+01  0.4305E+00
 1870.0000   40.0000  0.1928E+01  0.3349E+00
 1870.0000   50.0000  0.8466E+00  0.2284E+00
 1870.0000   60.0000  0.2578E+00  0.2265E+00
 1870.0000   70.0000  0.7057E-01  0.2573E+00
 1870.0000   80.0000  0.1582E+00  0.2091E+00
 1870.0000   90.0000  0.2957E+00  0.1183E+00
 1870.0000  100.0000  0.3290E+00  0.1146E+00
 1870.0000  110.0000  0.2999E+00  0.2215E+00
 1870.0000  120.0000  0.3154E+00  0.3173E+00
 1870.0000  130.0000  0.3747E+00  0.3075E+00
 1870.0000  140.0000  0.3992E+00  0.2519E+00
 1870.0000  150.0000  0.3681E+00  0.2804E+00
 1870.0000  160.0000  0.3366E+00  0.4303E+00
 1870.0000  170.0000  0.3392E+00  0.6081E+00
 1870.0000  179.9000  0.3485E+00  0.6859E+00
 1880.0000    0.1000  0.8983E+01  0.2311E-01
 1880.0000   10.0000  0.8083E+01  0.1378E+00
 1880.0000   20.0000  0.5922E+01  0.3486E+00
 1880.0000   30.0000  0.3599E+01  0.4277E+00
 1880.0000   40.0000  0.1856E+01  0.3328E+00
 1880.0000   50.0000  0.7881E+00  0.2228E+00
 1880.0000   60.0000  0.2307E+00  0.2172E+00
 1880.0000   70.0000  0.6504E-01  0.2519E+00
 1880.0000   80.0000  0.1579E+00  0.2158E+00
 1880.0000   90.0000  0.2939E+00  0.1348E+00
 1880.0000  100.0000  0.3294E+00  0.1300E+00
 1880.0000  110.0000  0.3039E+00  0.2290E+00
 1880.0000  120.0000  0.3126E+00  0.3218E+00
 1880.0000  130.0000  0.3508E+00  0.3170E+00
 1880.0000  140.0000  0.3551E+00  0.2643E+00
 1880.0000  150.0000  0.3255E+00  0.2818E+00
 1880.0000  160.0000  0.3214E+00  0.4067E+00
 1880.0000  170.0000  0.3583E+00  0.5588E+00
 1880.0000  179.9000  0.3829E+00  0.6257E+00
 1890.0000    0.1000  0.9138E+01  0.3767E-01
 1890.0000   10.0000  0.8201E+01  0.1461E+00
 1890.0000   20.0000  0.5959E+01  0.3453E+00
 1890.0000   30.0000  0.3563E+01  0.4185E+00
 1890.0000   40.0000  0.1789E+01  0.3238E+00
 1890.0000   50.0000  0.7341E+00  0.2129E+00
 1890.0000   60.0000  0.2059E+00  0.2050E+00
 1890.0000   70.0000  0.6083E-01  0.2442E+00
 1890.0000   80.0000  0.1575E+00  0.2210E+00
 1890.0000   90.0000  0.2898E+00  0.1507E+00
 1890.0000  100.0000  0.3263E+00  0.1438E+00
 1890.0000  110.0000  0.3053E+00  0.2328E+00
 1890.0000  120.0000  0.3092E+00  0.3213E+00
 1890.0000  130.0000  0.3281E+00  0.3222E+00
 1890.0000  140.0000  0.3130E+00  0.2735E+00
 1890.0000  150.0000  0.2846E+00  0.2796E+00
 1890.0000  160.0000  0.3056E+00  0.3780E+00
 1890.0000  170.0000  0.3736E+00  0.5029E+00
 1890.0000  179.9000  0.4120E+00  0.5585E+00
 1900.0000    0.1000  0.9246E+01  0.6690E-01
 1900.0000   10.0000  0.8282E+01  0.1647E+00
 1900.0000   20.0000  0.5978E+01  0.3430E+00
 1900.0000   30.0000  0.3525E+01  0.4039E+00
 1900.0000   40.0000  0.1729E+01  0.3088E+00
 1900.0000   50.0000  0.6864E+00  0.1993E+00
 1900.0000   60.0000  0.1844E+00  0.1906E+00
 1900.0000   70.0000  0.5804E-01  0.2342E+00
 1900.0000   80.0000  0.1571E+00  0.2241E+00
 1900.0000   90.0000  0.2840E+00  0.1647E+00
 1900.0000  100.0000  0.3201E+00  0.1552E+00
 1900.0000  110.0000  0.3038E+00  0.2326E+00
 1900.0000  120.0000  0.3046E+00  0.3159E+00
 1900.0000  130.0000  0.3067E+00  0.3227E+00
 1900.0000  140.0000  0.2741E+00  0.2785E+00
 1900.0000  150.0000  0.2465E+00  0.2735E+00
 1900.0000  160.0000  0.2893E+00  0.3455E+00
 1900.0000  170.0000  0.3840E+00  0.4435E+00
 1900.0000  179.9000  0.4341E+00  0.4879E+00
 1910.0000    0.1000  0.9306E+01  0.1079E+00
 1910.0000   10.0000  0.8324E+01  0.1917E+00
 1910.0000   20.0000  0.5977E+01  0.3422E+00
 1910.0000   30.0000  0.3486E+01  0.3856E+00
 1910.0000   40.0000  0.1677E+01  0.2895E+00
 1910.0000   50.0000  0.6456E+00  0.1832E+00
 1910.0000   60.0000  0.1666E+00  0.1747E+00
 1910.0000   70.0000  0.5658E-01  0.2224E+00
 1910.0000   80.0000  0.1570E+00  0.2247E+00
 1910.0000   90.0000  0.2771E+00  0.1761E+00
 1910.0000  100.0000  0.3113E+00  0.1636E+00
 1910.0000  110.0000  0.2993E+00  0.2288E+00
 1910.0000  120.0000  0.2984E+00  0.3061E+00
 1910.0000  130.0000  0.2867E+00  0.3185E+00
 1910.0000  140.0000  0.2393E+00  0.2792E+00
 1910.0000  150.0000  0.2123E+00  0.2639E+00
 1910.0000  160.0000  0.2730E+00  0.3111E+00
 1910.0000  170.0000  0.3891E+00  0.3841E+00
 1910.0000  179.9000  0.4484E+00  0.4182E+00
 1920.0000    0.1000  0.9326E+01  0.1573E+00
 1920.0000   10.0000  0.8332E+01  0.2250E+00
 1920.0000   20.0000  0.5958E+01  0.3431E+00
 1920.0000   30.0000  0.3445E+01  0.3654E+00
 1920.0000   40.0000  0.1630E+01  0.2676E+00
 1920.0000   50.0000  0.6116E+00  0.1658E+00
 1920.0000   60.0000  0.1524E+00  0.1583E+00
 1920.0000   70.0000  0.5623E-01  0.2096E+00
 1920.0000   80.0000  0.1571E+00  0.2232E+00
 1920.0000   90.0000  0.2700E+00  0.1844E+00
 1920.0000  100.0000  0.3011E+00  0.1689E+00
 1920.0000  110.0000  0.2923E+00  0.2221E+00
 1920.0000  120.0000  0.2907E+00  0.2932E+00
 1920.0000  130.0000  0.2681E+00  0.3105E+00
 1920.0000  140.0000  0.2089E+00  0.2756E+00
 1920.0000  150.0000  0.1825E+00  0.2513E+00
 1920.0000  160.0000  0.2571E+00  0.2766E+00
 1920.0000  170.0000  0.3890E+00  0.3277E+00
 1920.0000  179.9000  0.4549E+00  0.3529E+00
 1930.0000    0.1000  0.9317E+01  0.2117E+00
 1930.0000   10.0000  0.8315E+01  0.2623E+00
 1930.0000   20.0000  0.5925E+01  0.3458E+00
 1930.0000   30.0000  0.3402E+01  0.3452E+00
 1930.0000   40.0000  0.1589E+01  0.2449E+00
 1930.0000   50.0000  0.5835E+00  0.1480E+00
 1930.0000   60.0000  0.1412E+00  0.1422E+00
 1930.0000   70.0000  0.5668E-01  0.1965E+00
 1930.0000   80.0000  0.1578E+00  0.2198E+00
 1930.0000   90.0000  0.2634E+00  0.1898E+00
 1930.0000  100.0000  0.2902E+00  0.1714E+00
 1930.0000  110.0000  0.2834E+00  0.2133E+00
 1930.0000  120.0000  0.2818E+00  0.2783E+00
 1930.0000  130.0000  0.2511E+00  0.2996E+00
 1930.0000  140.0000  0.1829E+00  0.2687E+00
 1930.0000  150.0000  0.1570E+00  0.2367E+00
 1930.0000  160.0000  0.2416E+00  0.2435E+00
 1930.0000  170.0000  0.3841E+00  0.2763E+00
 1930.0000  179.9000  0.4542E+00  0.2942E+00
 1940.0000    0.1000  0.9294E+01  0.2682E+00
 1940.0000   10.0000  0.8286E+01  0.3018E+00
 1940.0000   20.0000  0.5886E+01  0.3505E+00
 1940.0000   30.0000  0.3358E+01  0.3260E+00
 1940.0000   40.0000  0.1553E+01  0.2227E+00
 1940.0000   50.0000  0.5600E+00  0.1309E+00
 1940.0000   60.0000  0.1324E+00  0.1271E+00
 1940.0000   70.0000  0.5763E-01  0.1837E+00
 1940.0000   80.0000  0.1589E+00  0.2151E+00
 1940.0000   90.0000  0.2576E+00  0.1925E+00
 1940.0000  100.0000  0.2796E+00  0.1715E+00
 1940.0000  110.0000  0.2735E+00  0.2033E+00
 1940.0000  120.0000  0.2720E+00  0.2626E+00
 1940.0000  130.0000  0.2354E+00  0.2870E+00
 1940.0000  140.0000  0.1608E+00  0.2593E+00
 1940.0000  150.0000  0.1356E+00  0.2209E+00
 1940.0000  160.0000  0.2269E+00  0.2127E+00
 1940.0000  170.0000  0.3755E+00  0.2311E+00
 1940.0000  179.9000  0.4477E+00  0.2432E+00
 1950.0000    0.1000  0.9270E+01  0.3247E+00
 1950.0000   10.0000  0.8256E+01  0.3420E+00
 1950.0000   20.0000  0.5846E+01  0.3569E+00
 1950.0000   30.0000  0.3316E+01  0.3088E+00
 1950.0000   40.0000  0.1519E+01  0.2019E+00
 1950.0000   50.0000  0.5401E+00  0.1148E+00
 1950.0000   60.0000  0.1253E+00  0.1132E+00
 1950.0000   70.0000  0.5886E-01  0.1718E+00
 1950.0000   80.0000  0.1605E+00  0.2096E+00
 1950.0000   90.0000  0.2530E+00  0.1931E+00
 1950.0000  100.0000  0.2696E+00  0.1698E+00
 1950.0000  110.0000  0.2632E+00  0.1928E+00
 1950.0000  120.0000  0.2616E+00  0.2470E+00
 1950.0000  130.0000  0.2210E+00  0.2735E+00
 1950.0000  140.0000  0.1421E+00  0.2482E+00
 1950.0000  150.0000  0.1177E+00  0.2046E+00
 1950.0000  160.0000  0.2130E+00  0.1848E+00
 1950.0000  170.0000  0.3640E+00  0.1922E+00
 1950.0000  179.9000  0.4366E+00  0.2000E+00
 1960.0000    0.1000  0.9256E+01  0.3798E+00
 1960.0000   10.0000  0.8235E+01  0.3818E+00
 1960.0000   20.0000  0.5810E+01  0.3648E+00
 1960.0000   30.0000  0.3276E+01  0.2939E+00
 1960.0000   40.0000  0.1488E+01  0.1829E+00
 1960.0000   50.0000  0.5223E+00  0.1002E+00
 1960.0000   60.0000  0.1192E+00  0.1009E+00
 1960.0000   70.0000  0.6020E-01  0.1609E+00
 1960.0000   80.0000  0.1626E+00  0.2037E+00
 1960.0000   90.0000  0.2498E+00  0.1920E+00
 1960.0000  100.0000  0.2608E+00  0.1667E+00
 1960.0000  110.0000  0.2529E+00  0.1824E+00
 1960.0000  120.0000  0.2510E+00  0.2320E+00
 1960.0000  130.0000  0.2077E+00  0.2599E+00
 1960.0000  140.0000  0.1262E+00  0.2362E+00
 1960.0000  150.0000  0.1027E+00  0.1884E+00
 1960.0000  160.0000  0.2000E+00  0.1597E+00
 1960.0000  170.0000  0.3506E+00  0.1592E+00
 1960.0000  179.9000  0.4222E+00  0.1640E+00
 1970.0000    0.1000  0.9262E+01  0.4326E+00
 1970.0000   10.0000  0.8229E+01  0.4205E+00
 1970.0000   20.0000  0.5783E+01  0.3738E+00
 1970.0000   30.0000  0.3239E+01  0.2813E+00
 1970.0000   40.0000  0.1458E+01  0.1658E+00
 1970.0000   50.0000  0.5059E+00  0.8702E-01
 1970.0000   60.0000  0.1137E+00  0.9009E-01
 1970.0000   70.0000  0.6152E-01  0.1513E+00
 1970.0000   80.0000  0.1652E+00  0.1978E+00
 1970.0000   90.0000  0.2479E+00  0.1897E+00
 1970.0000  100.0000  0.2533E+00  0.1627E+00
 1970.0000  110.0000  0.2430E+00  0.1724E+00
 1970.0000  120.0000  0.2405E+00  0.2182E+00
 1970.0000  130.0000  0.1952E+00  0.2468E+00
 1970.0000  140.0000  0.1124E+00  0.2238E+00
 1970.0000  150.0000  0.9005E-01  0.1726E+00
 1970.0000  160.0000  0.1878E+00  0.1374E+00
 1970.0000  170.0000  0.3358E+00  0.1315E+00
 1970.0000  179.9000  0.4055E+00  0.1344E+00
 1980.0000    0.1000  0.9291E+01  0.4825E+00
 1980.0000   10.0000  0.8243E+01  0.4575E+00
 1980.0000   20.0000  0.5767E+01  0.3836E+00
 1980.0000   30.0000  0.3206E+01  0.2708E+00
 1980.0000   40.0000  0.1429E+01  0.1506E+00
 1980.0000   50.0000  0.4900E+00  0.7536E-01
 1980.0000   60.0000  0.1085E+00  0.8089E-01
 1980.0000   70.0000  0.6281E-01  0.1431E+00
 1980.0000   80.0000  0.1683E+00  0.1921E+00
 1980.0000   90.0000  0.2473E+00  0.1866E+00
 1980.0000  100.0000  0.2469E+00  0.1580E+00
 1980.0000  110.0000  0.2337E+00  0.1629E+00
 1980.0000  120.0000  0.2301E+00  0.2055E+00
 1980.0000  130.0000  0.1836E+00  0.2344E+00
 1980.0000  140.0000  0.1003E+00  0.2116E+00
 1980.0000  150.0000  0.7924E-01  0.1575E+00
 1980.0000  160.0000  0.1764E+00  0.1176E+00
 1980.0000  170.0000  0.3203E+00  0.1082E+00
 1980.0000  179.9000  0.3873E+00  0.1100E+00
 1990.0000    0.1000  0.9346E+01  0.5291E+00
 1990.0000   10.0000  0.8278E+01  0.4924E+00
 1990.0000   20.0000  0.5762E+01  0.3938E+00
 1990.0000   30.0000  0.3177E+01  0.2620E+00
 1990.0000   40.0000  0.1401E+01  0.1371E+00
 1990.0000   50.0000  0.4743E+00  0.6510E-01
 1990.0000   60.0000  0.1033E+00  0.7316E-01
 1990.0000   70.0000  0.6406E-01  0.1361E+00
 1990.0000   80.0000  0.1719E+00  0.1867E+00
 1990.0000   90.0000  0.2478E+00  0.1828E+00
 1990.0000  100.0000  0.2418E+00  0.1529E+00
 1990.0000  110.0000  0.2249E+00  0.1541E+00
 1990.0000  120.0000  0.2201E+00  0.1942E+00
 1990.0000  130.0000  0.1725E+00  0.2229E+00
 1990.0000  140.0000  0.8948E-01  0.1999E+00
 1990.0000  150.0000  0.6993E-01  0.1432E+00
 1990.0000  160.0000  0.1658E+00  0.1000E+00
 1990.0000  170.0000  0.3044E+00  0.8876E-01
 1990.0000  179.9000  0.3681E+00  0.9011E-01
 2000.0000    0.1000  0.9427E+01  0.5723E+00
 2000.0000   10.0000  0.8335E+01  0.5250E+00
 2000.0000   20.0000  0.5770E+01  0.4038E+00
 2000.0000   30.0000  0.3152E+01  0.2545E+00
 2000.0000   40.0000  0.1373E+01  0.1251E+00
 2000.0000   50.0000  0.4583E+00  0.5614E-01
 2000.0000   60.0000  0.9794E-01  0.6682E-01
 2000.0000   70.0000  0.6530E-01  0.1304E+00
 2000.0000   80.0000  0.1759E+00  0.1817E+00
 2000.0000   90.0000  0.2492E+00  0.1786E+00
 2000.0000  100.0000  0.2377E+00  0.1475E+00
 2000.0000  110.0000  0.2169E+00  0.1458E+00
 2000.0000  120.0000  0.2103E+00  0.1840E+00
 2000.0000  130.0000  0.1619E+00  0.2124E+00
 2000.0000  140.0000  0.7963E-01  0.1886E+00
 2000.0000  150.0000  0.6186E-01  0.1298E+00
 2000.0000  160.0000  0.1560E+00  0.8446E-01
 2000.0000  170.0000  0.2885E+00  0.7239E-01
 2000.0000  179.9000  0.3484E+00  0.7373E-01
