    W        Theta    pi0-p       pip-n
 1860.0000  110.0000  0.6439E+00  0.2110E+00
 1860.0000  120.0000  0.6476E+00  0.3086E+00
 1860.0000  130.0000  0.5709E+00  0.2949E+00
 1860.0000  140.0000  0.4820E+00  0.2377E+00
 1860.0000  150.0000  0.4826E+00  0.2763E+00
 1860.0000  160.0000  0.6270E+00  0.4481E+00
 1860.0000  170.0000  0.8338E+00  0.6487E+00
 1860.0000  179.9000  0.9325E+00  0.7362E+00
 1870.0000    0.1000  0.9183E+01  0.2484E-01
 1870.0000   10.0000  0.8207E+01  0.1406E+00
 1870.0000   20.0000  0.5874E+01  0.3526E+00
 1870.0000   30.0000  0.3420E+01  0.4305E+00
 1870.0000   40.0000  0.1705E+01  0.3349E+00
 1870.0000   50.0000  0.8029E+00  0.2284E+00
 1870.0000   60.0000  0.3793E+00  0.2265E+00
 1870.0000   70.0000  0.2000E+00  0.2573E+00
 1870.0000   80.0000  0.2133E+00  0.2091E+00
 1870.0000   90.0000  0.3715E+00  0.1183E+00
 1870.0000  100.0000  0.5598E+00  0.1146E+00
 1870.0000  110.0000  0.6733E+00  0.2215E+00
 1870.0000  120.0000  0.6707E+00  0.3173E+00
 1870.0000  130.0000  0.5706E+00  0.3075E+00
 1870.0000  140.0000  0.4531E+00  0.2519E+00
 1870.0000  150.0000  0.4422E+00  0.2804E+00
 1870.0000  160.0000  0.6019E+00  0.4303E+00
 1870.0000  170.0000  0.8363E+00  0.6081E+00
 1870.0000  179.9000  0.9485E+00  0.6859E+00
 1880.0000    0.1000  0.9613E+01  0.2311E-01
 1880.0000   10.0000  0.8566E+01  0.1378E+00
 1880.0000   20.0000  0.6061E+01  0.3486E+00
 1880.0000   30.0000  0.3433E+01  0.4277E+00
 1880.0000   40.0000  0.1622E+01  0.3328E+00
 1880.0000   50.0000  0.7123E+00  0.2228E+00
 1880.0000   60.0000  0.3293E+00  0.2172E+00
 1880.0000   70.0000  0.1904E+00  0.2519E+00
 1880.0000   80.0000  0.2221E+00  0.2158E+00
 1880.0000   90.0000  0.3839E+00  0.1348E+00
 1880.0000  100.0000  0.5759E+00  0.1300E+00
 1880.0000  110.0000  0.6949E+00  0.2290E+00
 1880.0000  120.0000  0.6879E+00  0.3218E+00
 1880.0000  130.0000  0.5658E+00  0.3170E+00
 1880.0000  140.0000  0.4201E+00  0.2643E+00
 1880.0000  150.0000  0.3959E+00  0.2818E+00
 1880.0000  160.0000  0.5674E+00  0.4067E+00
 1880.0000  170.0000  0.8254E+00  0.5588E+00
 1880.0000  179.9000  0.9494E+00  0.6257E+00
 1890.0000    0.1000  0.9957E+01  0.3767E-01
 1890.0000   10.0000  0.8850E+01  0.1461E+00
 1890.0000   20.0000  0.6205E+01  0.3453E+00
 1890.0000   30.0000  0.3433E+01  0.4185E+00
 1890.0000   40.0000  0.1541E+01  0.3238E+00
 1890.0000   50.0000  0.6264E+00  0.2129E+00
 1890.0000   60.0000  0.2817E+00  0.2050E+00
 1890.0000   70.0000  0.1809E+00  0.2442E+00
 1890.0000   80.0000  0.2284E+00  0.2210E+00
 1890.0000   90.0000  0.3901E+00  0.1507E+00
 1890.0000  100.0000  0.5826E+00  0.1438E+00
 1890.0000  110.0000  0.7064E+00  0.2328E+00
 1890.0000  120.0000  0.6968E+00  0.3213E+00
 1890.0000  130.0000  0.5559E+00  0.3222E+00
 1890.0000  140.0000  0.3842E+00  0.2735E+00
 1890.0000  150.0000  0.3462E+00  0.2796E+00
 1890.0000  160.0000  0.5249E+00  0.3780E+00
 1890.0000  170.0000  0.8008E+00  0.5029E+00
 1890.0000  179.9000  0.9338E+00  0.5585E+00
 1900.0000    0.1000  0.1019E+02  0.6690E-01
 1900.0000   10.0000  0.9043E+01  0.1647E+00
 1900.0000   20.0000  0.6296E+01  0.3430E+00
 1900.0000   30.0000  0.3418E+01  0.4039E+00
 1900.0000   40.0000  0.1466E+01  0.3088E+00
 1900.0000   50.0000  0.5494E+00  0.1993E+00
 1900.0000   60.0000  0.2388E+00  0.1906E+00
 1900.0000   70.0000  0.1717E+00  0.2342E+00
 1900.0000   80.0000  0.2318E+00  0.2241E+00
 1900.0000   90.0000  0.3900E+00  0.1647E+00
 1900.0000  100.0000  0.5796E+00  0.1552E+00
 1900.0000  110.0000  0.7067E+00  0.2326E+00
 1900.0000  120.0000  0.6963E+00  0.3159E+00
 1900.0000  130.0000  0.5410E+00  0.3227E+00
 1900.0000  140.0000  0.3475E+00  0.2785E+00
 1900.0000  150.0000  0.2960E+00  0.2735E+00
 1900.0000  160.0000  0.4771E+00  0.3455E+00
 1900.0000  170.0000  0.7637E+00  0.4435E+00
 1900.0000  179.9000  0.9025E+00  0.4879E+00
 1910.0000    0.1000  0.1032E+02  0.1079E+00
 1910.0000   10.0000  0.9142E+01  0.1917E+00
 1910.0000   20.0000  0.6332E+01  0.3422E+00
 1910.0000   30.0000  0.3388E+01  0.3856E+00
 1910.0000   40.0000  0.1398E+01  0.2895E+00
 1910.0000   50.0000  0.4842E+00  0.1832E+00
 1910.0000   60.0000  0.2024E+00  0.1747E+00
 1910.0000   70.0000  0.1633E+00  0.2224E+00
 1910.0000   80.0000  0.2326E+00  0.2247E+00
 1910.0000   90.0000  0.3845E+00  0.1761E+00
 1910.0000  100.0000  0.5681E+00  0.1636E+00
 1910.0000  110.0000  0.6964E+00  0.2288E+00
 1910.0000  120.0000  0.6865E+00  0.3061E+00
 1910.0000  130.0000  0.5216E+00  0.3185E+00
 1910.0000  140.0000  0.3116E+00  0.2792E+00
 1910.0000  150.0000  0.2480E+00  0.2639E+00
 1910.0000  160.0000  0.4270E+00  0.3111E+00
 1910.0000  170.0000  0.7174E+00  0.3841E+00
 1910.0000  179.9000  0.8584E+00  0.4182E+00
 1920.0000    0.1000  0.1034E+02  0.1573E+00
 1920.0000   10.0000  0.9154E+01  0.2250E+00
 1920.0000   20.0000  0.6318E+01  0.3431E+00
 1920.0000   30.0000  0.3346E+01  0.3654E+00
 1920.0000   40.0000  0.1340E+01  0.2676E+00
 1920.0000   50.0000  0.4319E+00  0.1658E+00
 1920.0000   60.0000  0.1729E+00  0.1583E+00
 1920.0000   70.0000  0.1559E+00  0.2096E+00
 1920.0000   80.0000  0.2312E+00  0.2232E+00
 1920.0000   90.0000  0.3748E+00  0.1844E+00
 1920.0000  100.0000  0.5497E+00  0.1689E+00
 1920.0000  110.0000  0.6772E+00  0.2221E+00
 1920.0000  120.0000  0.6686E+00  0.2932E+00
 1920.0000  130.0000  0.4989E+00  0.3105E+00
 1920.0000  140.0000  0.2782E+00  0.2756E+00
 1920.0000  150.0000  0.2044E+00  0.2513E+00
 1920.0000  160.0000  0.3776E+00  0.2766E+00
 1920.0000  170.0000  0.6654E+00  0.3277E+00
 1920.0000  179.9000  0.8057E+00  0.3529E+00
 1930.0000    0.1000  0.1028E+02  0.2117E+00
 1930.0000   10.0000  0.9099E+01  0.2623E+00
 1930.0000   20.0000  0.6265E+01  0.3458E+00
 1930.0000   30.0000  0.3295E+01  0.3452E+00
 1930.0000   40.0000  0.1291E+01  0.2449E+00
 1930.0000   50.0000  0.3919E+00  0.1480E+00
 1930.0000   60.0000  0.1504E+00  0.1422E+00
 1930.0000   70.0000  0.1496E+00  0.1965E+00
 1930.0000   80.0000  0.2282E+00  0.2198E+00
 1930.0000   90.0000  0.3624E+00  0.1898E+00
 1930.0000  100.0000  0.5268E+00  0.1714E+00
 1930.0000  110.0000  0.6513E+00  0.2133E+00
 1930.0000  120.0000  0.6446E+00  0.2783E+00
 1930.0000  130.0000  0.4741E+00  0.2996E+00
 1930.0000  140.0000  0.2480E+00  0.2687E+00
 1930.0000  150.0000  0.1666E+00  0.2367E+00
 1930.0000  160.0000  0.3312E+00  0.2435E+00
 1930.0000  170.0000  0.6113E+00  0.2763E+00
 1930.0000  179.9000  0.7483E+00  0.2942E+00
 1940.0000    0.1000  0.1017E+02  0.2682E+00
 1940.0000   10.0000  0.8995E+01  0.3018E+00
 1940.0000   20.0000  0.6185E+01  0.3505E+00
 1940.0000   30.0000  0.3238E+01  0.3260E+00
 1940.0000   40.0000  0.1250E+01  0.2227E+00
 1940.0000   50.0000  0.3627E+00  0.1309E+00
 1940.0000   60.0000  0.1338E+00  0.1271E+00
 1940.0000   70.0000  0.1442E+00  0.1837E+00
 1940.0000   80.0000  0.2243E+00  0.2151E+00
 1940.0000   90.0000  0.3488E+00  0.1925E+00
 1940.0000  100.0000  0.5015E+00  0.1715E+00
 1940.0000  110.0000  0.6213E+00  0.2033E+00
 1940.0000  120.0000  0.6164E+00  0.2626E+00
 1940.0000  130.0000  0.4484E+00  0.2870E+00
 1940.0000  140.0000  0.2216E+00  0.2593E+00
 1940.0000  150.0000  0.1348E+00  0.2209E+00
 1940.0000  160.0000  0.2893E+00  0.2127E+00
 1940.0000  170.0000  0.5581E+00  0.2311E+00
 1940.0000  179.9000  0.6899E+00  0.2432E+00
 1950.0000    0.1000  0.1002E+02  0.3247E+00
 1950.0000   10.0000  0.8862E+01  0.3420E+00
 1950.0000   20.0000  0.6088E+01  0.3569E+00
 1950.0000   30.0000  0.3179E+01  0.3088E+00
 1950.0000   40.0000  0.1216E+01  0.2019E+00
 1950.0000   50.0000  0.3423E+00  0.1148E+00
 1950.0000   60.0000  0.1223E+00  0.1132E+00
 1950.0000   70.0000  0.1397E+00  0.1718E+00
 1950.0000   80.0000  0.2199E+00  0.2096E+00
 1950.0000   90.0000  0.3350E+00  0.1931E+00
 1950.0000  100.0000  0.4754E+00  0.1698E+00
 1950.0000  110.0000  0.5891E+00  0.1928E+00
 1950.0000  120.0000  0.5859E+00  0.2470E+00
 1950.0000  130.0000  0.4228E+00  0.2735E+00
 1950.0000  140.0000  0.1988E+00  0.2482E+00
 1950.0000  150.0000  0.1089E+00  0.2046E+00
 1950.0000  160.0000  0.2527E+00  0.1848E+00
 1950.0000  170.0000  0.5078E+00  0.1922E+00
 1950.0000  179.9000  0.6332E+00  0.2000E+00
 1960.0000    0.1000  0.9860E+01  0.3798E+00
 1960.0000   10.0000  0.8718E+01  0.3818E+00
 1960.0000   20.0000  0.5985E+01  0.3648E+00
 1960.0000   30.0000  0.3120E+01  0.2939E+00
 1960.0000   40.0000  0.1189E+01  0.1829E+00
 1960.0000   50.0000  0.3287E+00  0.1002E+00
 1960.0000   60.0000  0.1145E+00  0.1009E+00
 1960.0000   70.0000  0.1360E+00  0.1609E+00
 1960.0000   80.0000  0.2155E+00  0.2037E+00
 1960.0000   90.0000  0.3217E+00  0.1920E+00
 1960.0000  100.0000  0.4500E+00  0.1667E+00
 1960.0000  110.0000  0.5565E+00  0.1824E+00
 1960.0000  120.0000  0.5545E+00  0.2320E+00
 1960.0000  130.0000  0.3976E+00  0.2599E+00
 1960.0000  140.0000  0.1793E+00  0.2362E+00
 1960.0000  150.0000  0.8834E-01  0.1884E+00
 1960.0000  160.0000  0.2214E+00  0.1597E+00
 1960.0000  170.0000  0.4617E+00  0.1592E+00
 1960.0000  179.9000  0.5800E+00  0.1640E+00
 1970.0000    0.1000  0.9699E+01  0.4326E+00
 1970.0000   10.0000  0.8574E+01  0.4205E+00
 1970.0000   20.0000  0.5882E+01  0.3738E+00
 1970.0000   30.0000  0.3064E+01  0.2813E+00
 1970.0000   40.0000  0.1166E+01  0.1658E+00
 1970.0000   50.0000  0.3199E+00  0.8702E-01
 1970.0000   60.0000  0.1095E+00  0.9009E-01
 1970.0000   70.0000  0.1328E+00  0.1513E+00
 1970.0000   80.0000  0.2112E+00  0.1978E+00
 1970.0000   90.0000  0.3095E+00  0.1897E+00
 1970.0000  100.0000  0.4258E+00  0.1627E+00
 1970.0000  110.0000  0.5245E+00  0.1724E+00
 1970.0000  120.0000  0.5231E+00  0.2182E+00
 1970.0000  130.0000  0.3735E+00  0.2468E+00
 1970.0000  140.0000  0.1627E+00  0.2238E+00
 1970.0000  150.0000  0.7237E-01  0.1726E+00
 1970.0000  160.0000  0.1953E+00  0.1374E+00
 1970.0000  170.0000  0.4203E+00  0.1315E+00
 1970.0000  179.9000  0.5312E+00  0.1344E+00
 1980.0000    0.1000  0.9550E+01  0.4825E+00
 1980.0000   10.0000  0.8439E+01  0.4575E+00
 1980.0000   20.0000  0.5784E+01  0.3836E+00
 1980.0000   30.0000  0.3011E+01  0.2708E+00
 1980.0000   40.0000  0.1146E+01  0.1506E+00
 1980.0000   50.0000  0.3144E+00  0.7536E-01
 1980.0000   60.0000  0.1065E+00  0.8089E-01
 1980.0000   70.0000  0.1301E+00  0.1431E+00
 1980.0000   80.0000  0.2073E+00  0.1921E+00
 1980.0000   90.0000  0.2986E+00  0.1866E+00
 1980.0000  100.0000  0.4034E+00  0.1580E+00
 1980.0000  110.0000  0.4937E+00  0.1629E+00
 1980.0000  120.0000  0.4925E+00  0.2055E+00
 1980.0000  130.0000  0.3504E+00  0.2344E+00
 1980.0000  140.0000  0.1485E+00  0.2116E+00
 1980.0000  150.0000  0.6023E-01  0.1575E+00
 1980.0000  160.0000  0.1738E+00  0.1176E+00
 1980.0000  170.0000  0.3837E+00  0.1082E+00
 1980.0000  179.9000  0.4871E+00  0.1100E+00
 1990.0000    0.1000  0.9416E+01  0.5291E+00
 1990.0000   10.0000  0.8317E+01  0.4924E+00
 1990.0000   20.0000  0.5695E+01  0.3938E+00
 1990.0000   30.0000  0.2962E+01  0.2620E+00
 1990.0000   40.0000  0.1129E+01  0.1371E+00
 1990.0000   50.0000  0.3112E+00  0.6510E-01
 1990.0000   60.0000  0.1047E+00  0.7316E-01
 1990.0000   70.0000  0.1277E+00  0.1361E+00
 1990.0000   80.0000  0.2038E+00  0.1867E+00
 1990.0000   90.0000  0.2889E+00  0.1828E+00
 1990.0000  100.0000  0.3828E+00  0.1529E+00
 1990.0000  110.0000  0.4645E+00  0.1541E+00
 1990.0000  120.0000  0.4629E+00  0.1942E+00
 1990.0000  130.0000  0.3285E+00  0.2229E+00
 1990.0000  140.0000  0.1363E+00  0.1999E+00
 1990.0000  150.0000  0.5123E-01  0.1432E+00
 1990.0000  160.0000  0.1563E+00  0.1000E+00
 1990.0000  170.0000  0.3516E+00  0.8876E-01
 1990.0000  179.9000  0.4477E+00  0.9011E-01
 2000.0000    0.1000  0.9302E+01  0.5723E+00
 2000.0000   10.0000  0.8211E+01  0.5250E+00
 2000.0000   20.0000  0.5614E+01  0.4038E+00
 2000.0000   30.0000  0.2917E+01  0.2545E+00
 2000.0000   40.0000  0.1113E+01  0.1251E+00
 2000.0000   50.0000  0.3093E+00  0.5614E-01
 2000.0000   60.0000  0.1037E+00  0.6682E-01
 2000.0000   70.0000  0.1255E+00  0.1304E+00
 2000.0000   80.0000  0.2008E+00  0.1817E+00
 2000.0000   90.0000  0.2805E+00  0.1786E+00
 2000.0000  100.0000  0.3640E+00  0.1475E+00
 2000.0000  110.0000  0.4369E+00  0.1458E+00
 2000.0000  120.0000  0.4345E+00  0.1840E+00
 2000.0000  130.0000  0.3076E+00  0.2124E+00
 2000.0000  140.0000  0.1257E+00  0.1886E+00
 2000.0000  150.0000  0.4478E-01  0.1298E+00
 2000.0000  160.0000  0.1424E+00  0.8446E-01
 2000.0000  170.0000  0.3237E+00  0.7239E-01
 2000.0000  179.9000  0.4127E+00  0.7373E-01
